# Gene Family	dlab_reads_ALL_Abundance-CPM	mcav_reads_ALL_Abundance-CPM	ofav_reads_ALL_Abundance-CPM	pstr_reads_ALL_Abundance-CPM
RXN-14227: (expasy) 5'-nucleotidase [3.1.3.5]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0784078	0.0	0.0	0.185557
RXN-14227: (expasy) 5'-nucleotidase [3.1.3.5]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.2738143	0.0	0.0	0.0
RXN-14227: (expasy) 5'-nucleotidase [3.1.3.5]|unclassified	0.1170206	0.9166694	0.0	0.0
RXN-14228: (expasy) Nucleoside-diphosphate kinase [2.7.4.6]	2.321402	4.4734261	0.3425688	0.5907891000000001
RXN-14228: (expasy) Nucleoside-diphosphate kinase [2.7.4.6]|g__Alteromonas.s__Alteromonas_macleodii	0.0	0.0991199	0.0	0.0
RXN-14228: (expasy) Nucleoside-diphosphate kinase [2.7.4.6]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0394283	0.0	0.0	0.0701231
RXN-14228: (expasy) Nucleoside-diphosphate kinase [2.7.4.6]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.177572	0.154148	0.0	0.280301
RXN-14228: (expasy) Nucleoside-diphosphate kinase [2.7.4.6]|g__Prochlorococcus.s__Prochlorococcus_marinus	0.0348415	0.0	0.0	0.0
RXN-14228: (expasy) Nucleoside-diphosphate kinase [2.7.4.6]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.177426	0.0	0.0	0.0
RXN-14228: (expasy) Nucleoside-diphosphate kinase [2.7.4.6]|unclassified	1.8921345	4.2201582	0.3425688	0.2403651
RXN-14229: (expasy) Medium-chain acyl-CoA dehydrogenase [1.3.8.7]	0.0826044	0.0599572	0.0	0.179611
RXN-14229: (expasy) Medium-chain acyl-CoA dehydrogenase [1.3.8.7]|unclassified	0.0826044	0.0599572	0.0	0.179611
RXN-14240: (metacyc) baicalein peroxidase [1.11.1.7]	0.0923036	0.0	0.0	0.0
RXN-14240: (metacyc) baicalein peroxidase [1.11.1.7]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0923036	0.0	0.0	0.0
RXN-14245: (expasy) 6,7-dihydropteridine reductase [1.5.1.34]	0.0437254	0.0	0.0	0.0
RXN-14245: (expasy) 6,7-dihydropteridine reductase [1.5.1.34]|unclassified	0.0437254	0.0	0.0	0.0
RXN-14249: (expasy) L-threonine 3-dehydrogenase [1.1.1.103]	0.85408656	0.32301719999999995	0.1450104	0.0613577
RXN-14249: (expasy) L-threonine 3-dehydrogenase [1.1.1.103]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0321512	0.0	0.0	0.0
RXN-14249: (expasy) L-threonine 3-dehydrogenase [1.1.1.103]|unclassified	0.82193536	0.32301719999999995	0.1450104	0.0613577
RXN-14260: (expasy) 4-alpha-glucanotransferase [2.4.1.25]	0.1093702	0.0	0.0	0.330484
RXN-14260: (expasy) 4-alpha-glucanotransferase [2.4.1.25]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0209964	0.0	0.0	0.0293483
RXN-14260: (expasy) 4-alpha-glucanotransferase [2.4.1.25]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0598462	0.0	0.0	0.223565
RXN-14260: (expasy) 4-alpha-glucanotransferase [2.4.1.25]|unclassified	0.0285276	0.0	0.0	0.0775707
RXN-14261: (expasy) 4-alpha-glucanotransferase [2.4.1.25]	0.1093702	0.0	0.0	0.330484
RXN-14261: (expasy) 4-alpha-glucanotransferase [2.4.1.25]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0209964	0.0	0.0	0.0293483
RXN-14261: (expasy) 4-alpha-glucanotransferase [2.4.1.25]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0598462	0.0	0.0	0.223565
RXN-14261: (expasy) 4-alpha-glucanotransferase [2.4.1.25]|unclassified	0.0285276	0.0	0.0	0.0775707
RXN-14262: (metacyc) lauroyl-CoA dehydrogenase [1.3.8.7]	0.0826044	0.0599572	0.0	0.179611
RXN-14262: (metacyc) lauroyl-CoA dehydrogenase [1.3.8.7]|unclassified	0.0826044	0.0599572	0.0	0.179611
RXN-14266: (metacyc) 3-hydroxyisovaleryl-CoA hydratase [4.2.1.17]	3.29713278	1.7990673	0.38019319999999995	1.5460078000000002
RXN-14266: (metacyc) 3-hydroxyisovaleryl-CoA hydratase [4.2.1.17]|g__Alteromonas.s__Alteromonas_macleodii	0.0	0.084939	0.0	0.0
RXN-14266: (metacyc) 3-hydroxyisovaleryl-CoA hydratase [4.2.1.17]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.1124921	0.0955458	0.0	0.29234210000000005
RXN-14266: (metacyc) 3-hydroxyisovaleryl-CoA hydratase [4.2.1.17]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.33505450000000003	0.093495	0.0581462	0.511601
RXN-14266: (metacyc) 3-hydroxyisovaleryl-CoA hydratase [4.2.1.17]|g__Cutibacterium.s__Cutibacterium_acnes	0.0342685	0.0	0.0	0.0
RXN-14266: (metacyc) 3-hydroxyisovaleryl-CoA hydratase [4.2.1.17]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.2606092	0.0	0.0	0.0
RXN-14266: (metacyc) 3-hydroxyisovaleryl-CoA hydratase [4.2.1.17]|g__Sulfitobacter.s__Sulfitobacter_sp_HI0054	0.0	0.0437305	0.0	0.0
RXN-14266: (metacyc) 3-hydroxyisovaleryl-CoA hydratase [4.2.1.17]|unclassified	2.5547089799999996	1.481357	0.32204699999999997	0.7420647
RXN-14267: (expasy) N-acetylmuramoyl-L-alanine amidase [3.5.1.28]	0.0530696	0.0	0.0485506	0.0
RXN-14267: (expasy) N-acetylmuramoyl-L-alanine amidase [3.5.1.28]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0530696	0.0	0.0	0.0
RXN-14267: (expasy) N-acetylmuramoyl-L-alanine amidase [3.5.1.28]|unclassified	0.0	0.0	0.0485506	0.0
RXN-14268: (metacyc) lauroyl-CoA acetyl-CoA acyltransferase [2.3.1.16]	0.4953876	1.8903484	0.0	0.18497829999999998
RXN-14268: (metacyc) lauroyl-CoA acetyl-CoA acyltransferase [2.3.1.16]|g__Alteromonas.s__Alteromonas_macleodii	0.0416736	0.0	0.0	0.0
RXN-14268: (metacyc) lauroyl-CoA acetyl-CoA acyltransferase [2.3.1.16]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0557701	0.0	0.0	0.0
RXN-14268: (metacyc) lauroyl-CoA acetyl-CoA acyltransferase [2.3.1.16]|unclassified	0.3979439	1.8903484	0.0	0.18497829999999998
RXN-14270: (metacyc) 5-amino-4-imidazolecarboxamide phosphoribosyltransferase [2.4.2.7]	0.6812737999999999	2.4779219	0.0929962	0.4664853
RXN-14270: (metacyc) 5-amino-4-imidazolecarboxamide phosphoribosyltransferase [2.4.2.7]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0	0.0	0.0	0.0245431
RXN-14270: (metacyc) 5-amino-4-imidazolecarboxamide phosphoribosyltransferase [2.4.2.7]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.177485	0.0	0.0929962	0.245309
RXN-14270: (metacyc) 5-amino-4-imidazolecarboxamide phosphoribosyltransferase [2.4.2.7]|g__Cutibacterium.s__Cutibacterium_acnes	0.0280453	0.0	0.0	0.0
RXN-14270: (metacyc) 5-amino-4-imidazolecarboxamide phosphoribosyltransferase [2.4.2.7]|g__Erythrobacter.s__Erythrobacter_flavus	0.0	0.110435	0.0	0.0
RXN-14270: (metacyc) 5-amino-4-imidazolecarboxamide phosphoribosyltransferase [2.4.2.7]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.110437	0.0	0.0
RXN-14270: (metacyc) 5-amino-4-imidazolecarboxamide phosphoribosyltransferase [2.4.2.7]|g__Ruegeria.s__Ruegeria_sp_ANG_S4	0.0138073	0.0	0.0	0.0
RXN-14270: (metacyc) 5-amino-4-imidazolecarboxamide phosphoribosyltransferase [2.4.2.7]|unclassified	0.4619362	2.2570498999999997	0.0	0.19663329999999998
RXN-14272: (metacyc) (E)-hexadec-2-enoyl-CoA hydratase [4.2.1.17]	3.29713278	1.7990673	0.38019319999999995	1.5460078000000002
RXN-14272: (metacyc) (E)-hexadec-2-enoyl-CoA hydratase [4.2.1.17]|g__Alteromonas.s__Alteromonas_macleodii	0.0	0.084939	0.0	0.0
RXN-14272: (metacyc) (E)-hexadec-2-enoyl-CoA hydratase [4.2.1.17]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.1124921	0.0955458	0.0	0.29234210000000005
RXN-14272: (metacyc) (E)-hexadec-2-enoyl-CoA hydratase [4.2.1.17]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.33505450000000003	0.093495	0.0581462	0.511601
RXN-14272: (metacyc) (E)-hexadec-2-enoyl-CoA hydratase [4.2.1.17]|g__Cutibacterium.s__Cutibacterium_acnes	0.0342685	0.0	0.0	0.0
RXN-14272: (metacyc) (E)-hexadec-2-enoyl-CoA hydratase [4.2.1.17]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.2606092	0.0	0.0	0.0
RXN-14272: (metacyc) (E)-hexadec-2-enoyl-CoA hydratase [4.2.1.17]|g__Sulfitobacter.s__Sulfitobacter_sp_HI0054	0.0	0.0437305	0.0	0.0
RXN-14272: (metacyc) (E)-hexadec-2-enoyl-CoA hydratase [4.2.1.17]|unclassified	2.5547089799999996	1.481357	0.32204699999999997	0.7420647
RXN-14273: (metacyc) trans-tetradec-2-enoyl-CoA hydratase [4.2.1.17]	3.29713278	1.7990673	0.38019319999999995	1.5460078000000002
RXN-14273: (metacyc) trans-tetradec-2-enoyl-CoA hydratase [4.2.1.17]|g__Alteromonas.s__Alteromonas_macleodii	0.0	0.084939	0.0	0.0
RXN-14273: (metacyc) trans-tetradec-2-enoyl-CoA hydratase [4.2.1.17]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.1124921	0.0955458	0.0	0.29234210000000005
RXN-14273: (metacyc) trans-tetradec-2-enoyl-CoA hydratase [4.2.1.17]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.33505450000000003	0.093495	0.0581462	0.511601
RXN-14273: (metacyc) trans-tetradec-2-enoyl-CoA hydratase [4.2.1.17]|g__Cutibacterium.s__Cutibacterium_acnes	0.0342685	0.0	0.0	0.0
RXN-14273: (metacyc) trans-tetradec-2-enoyl-CoA hydratase [4.2.1.17]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.2606092	0.0	0.0	0.0
RXN-14273: (metacyc) trans-tetradec-2-enoyl-CoA hydratase [4.2.1.17]|g__Sulfitobacter.s__Sulfitobacter_sp_HI0054	0.0	0.0437305	0.0	0.0
RXN-14273: (metacyc) trans-tetradec-2-enoyl-CoA hydratase [4.2.1.17]|unclassified	2.5547089799999996	1.481357	0.32204699999999997	0.7420647
RXN-14274: (metacyc) decanoyl-CoA C-acyltransferase [2.3.1.16]	0.4953876	1.8903484	0.0	0.18497829999999998
RXN-14274: (metacyc) decanoyl-CoA C-acyltransferase [2.3.1.16]|g__Alteromonas.s__Alteromonas_macleodii	0.0416736	0.0	0.0	0.0
RXN-14274: (metacyc) decanoyl-CoA C-acyltransferase [2.3.1.16]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0557701	0.0	0.0	0.0
RXN-14274: (metacyc) decanoyl-CoA C-acyltransferase [2.3.1.16]|unclassified	0.3979439	1.8903484	0.0	0.18497829999999998
RXN-14276: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]	0.124794	0.0906896	0.0	0.0
RXN-14276: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.124794	0.0	0.0	0.0
RXN-14276: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]|unclassified	0.0	0.0906896	0.0	0.0
RXN-14277: (metacyc) hexanoyl-CoA C-acyltransferase [2.3.1.16]	0.4953876	1.8903484	0.0	0.18497829999999998
RXN-14277: (metacyc) hexanoyl-CoA C-acyltransferase [2.3.1.16]|g__Alteromonas.s__Alteromonas_macleodii	0.0416736	0.0	0.0	0.0
RXN-14277: (metacyc) hexanoyl-CoA C-acyltransferase [2.3.1.16]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0557701	0.0	0.0	0.0
RXN-14277: (metacyc) hexanoyl-CoA C-acyltransferase [2.3.1.16]|unclassified	0.3979439	1.8903484	0.0	0.18497829999999998
RXN-14278: (metacyc) hexanoyl-CoA dehydrogenase [1.3.8.7]	0.0826044	0.0599572	0.0	0.179611
RXN-14278: (metacyc) hexanoyl-CoA dehydrogenase [1.3.8.7]|unclassified	0.0826044	0.0599572	0.0	0.179611
RXN-14280: (metacyc) perillyl aldehyde dehydrogenase [1.2.1.3]	0.2982411	0.2962133	0.0	0.0
RXN-14280: (metacyc) perillyl aldehyde dehydrogenase [1.2.1.3]|g__Pseudoalteromonas.s__Pseudoalteromonas_shioyasakiensis	0.0195341	0.0	0.0	0.0
RXN-14280: (metacyc) perillyl aldehyde dehydrogenase [1.2.1.3]|unclassified	0.278707	0.2962133	0.0	0.0
RXN-14281: (expasy) Alpha-glucosidase [3.2.1.20]	0.0903959	0.0	0.0	0.0
RXN-14281: (expasy) Alpha-glucosidase [3.2.1.20]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.056705	0.0	0.0	0.0
RXN-14281: (expasy) Alpha-glucosidase [3.2.1.20]|unclassified	0.0336909	0.0	0.0	0.0
RXN-14282: (expasy) Alpha-glucosidase [3.2.1.20]	0.0903959	0.0	0.0	0.0
RXN-14282: (expasy) Alpha-glucosidase [3.2.1.20]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.056705	0.0	0.0	0.0
RXN-14282: (expasy) Alpha-glucosidase [3.2.1.20]|unclassified	0.0336909	0.0	0.0	0.0
RXN-14283: (expasy) Alpha-glucosidase [3.2.1.20]	0.0903959	0.0	0.0	0.0
RXN-14283: (expasy) Alpha-glucosidase [3.2.1.20]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.056705	0.0	0.0	0.0
RXN-14283: (expasy) Alpha-glucosidase [3.2.1.20]|unclassified	0.0336909	0.0	0.0	0.0
RXN-14284: (expasy) Glycogen phosphorylase [2.4.1.1]	0.2718925	0.40530639999999996	0.0	0.3809874
RXN-14284: (expasy) Glycogen phosphorylase [2.4.1.1]|g__Alteromonas.s__Alteromonas_macleodii	0.0300944	0.0	0.0	0.0
RXN-14284: (expasy) Glycogen phosphorylase [2.4.1.1]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0146969	0.0	0.0	0.0344851
RXN-14284: (expasy) Glycogen phosphorylase [2.4.1.1]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0946641	0.0	0.0	0.195711
RXN-14284: (expasy) Glycogen phosphorylase [2.4.1.1]|unclassified	0.13243709999999997	0.40530639999999996	0.0	0.1507914
RXN-14285: (expasy) Glycogen phosphorylase [2.4.1.1]	0.2718925	0.40530639999999996	0.0	0.3809874
RXN-14285: (expasy) Glycogen phosphorylase [2.4.1.1]|g__Alteromonas.s__Alteromonas_macleodii	0.0300944	0.0	0.0	0.0
RXN-14285: (expasy) Glycogen phosphorylase [2.4.1.1]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0146969	0.0	0.0	0.0344851
RXN-14285: (expasy) Glycogen phosphorylase [2.4.1.1]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0946641	0.0	0.0	0.195711
RXN-14285: (expasy) Glycogen phosphorylase [2.4.1.1]|unclassified	0.13243709999999997	0.40530639999999996	0.0	0.1507914
RXN-14286: (expasy) Glycogen phosphorylase [2.4.1.1]	0.2718925	0.40530639999999996	0.0	0.3809874
RXN-14286: (expasy) Glycogen phosphorylase [2.4.1.1]|g__Alteromonas.s__Alteromonas_macleodii	0.0300944	0.0	0.0	0.0
RXN-14286: (expasy) Glycogen phosphorylase [2.4.1.1]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0146969	0.0	0.0	0.0344851
RXN-14286: (expasy) Glycogen phosphorylase [2.4.1.1]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0946641	0.0	0.0	0.195711
RXN-14286: (expasy) Glycogen phosphorylase [2.4.1.1]|unclassified	0.13243709999999997	0.40530639999999996	0.0	0.1507914
RXN-14304: (expasy) S-methyl-5'-thioadenosine phosphorylase [2.4.2.28]	0.5068071	2.8281696	0.0	0.17136
RXN-14304: (expasy) S-methyl-5'-thioadenosine phosphorylase [2.4.2.28]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0145639	0.0	0.0	0.0263686
RXN-14304: (expasy) S-methyl-5'-thioadenosine phosphorylase [2.4.2.28]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0960679	0.0386575	0.0	0.144992
RXN-14304: (expasy) S-methyl-5'-thioadenosine phosphorylase [2.4.2.28]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.13332	0.0	0.0	0.0
RXN-14304: (expasy) S-methyl-5'-thioadenosine phosphorylase [2.4.2.28]|unclassified	0.2628551	2.7895121	0.0	0.0
RXN-14338: (expasy) Diadenylate cyclase [2.7.7.85]	0.09169278	0.6292372	0.152662	0.0
RXN-14338: (expasy) Diadenylate cyclase [2.7.7.85]|g__Cutibacterium.s__Cutibacterium_acnes	0.0195979	0.0442669	0.0	0.0
RXN-14338: (expasy) Diadenylate cyclase [2.7.7.85]|unclassified	0.07209488	0.5849703	0.152662	0.0
RXN-14353: (expasy) Glycogen phosphorylase [2.4.1.1]	0.2718925	0.40530639999999996	0.0	0.3809874
RXN-14353: (expasy) Glycogen phosphorylase [2.4.1.1]|g__Alteromonas.s__Alteromonas_macleodii	0.0300944	0.0	0.0	0.0
RXN-14353: (expasy) Glycogen phosphorylase [2.4.1.1]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0146969	0.0	0.0	0.0344851
RXN-14353: (expasy) Glycogen phosphorylase [2.4.1.1]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0946641	0.0	0.0	0.195711
RXN-14353: (expasy) Glycogen phosphorylase [2.4.1.1]|unclassified	0.13243709999999997	0.40530639999999996	0.0	0.1507914
RXN-14354: (expasy) 4-alpha-glucanotransferase [2.4.1.25]	0.1093702	0.0	0.0	0.330484
RXN-14354: (expasy) 4-alpha-glucanotransferase [2.4.1.25]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0209964	0.0	0.0	0.0293483
RXN-14354: (expasy) 4-alpha-glucanotransferase [2.4.1.25]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0598462	0.0	0.0	0.223565
RXN-14354: (expasy) 4-alpha-glucanotransferase [2.4.1.25]|unclassified	0.0285276	0.0	0.0	0.0775707
RXN-14371: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]	0.129335	2.832435	0.0	0.4014794
RXN-14371: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.025637	0.0	0.0	0.109979
RXN-14371: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.103698	0.0	0.0	0.244005
RXN-14371: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]|unclassified	0.0	2.832435	0.0	0.0474944
RXN-14372: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]	0.129335	2.832435	0.0	0.4014794
RXN-14372: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.025637	0.0	0.0	0.109979
RXN-14372: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.103698	0.0	0.0	0.244005
RXN-14372: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]|unclassified	0.0	2.832435	0.0	0.0474944
RXN-14377: (expasy) 6-aminohexanoate-oligomer exohydrolase [3.5.1.46]	0.1026409	0.0548327	0.0	0.0
RXN-14377: (expasy) 6-aminohexanoate-oligomer exohydrolase [3.5.1.46]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0777446	0.0	0.0	0.0
RXN-14377: (expasy) 6-aminohexanoate-oligomer exohydrolase [3.5.1.46]|unclassified	0.0248963	0.0548327	0.0	0.0
RXN-14385: (expasy) Cysteine desulfurase [2.8.1.7]	0.6913016499999999	1.9418227000000001	0.0	0.42029
RXN-14385: (expasy) Cysteine desulfurase [2.8.1.7]|g__Alteromonas.s__Alteromonas_macleodii	0.0453466	0.0778913	0.0	0.0
RXN-14385: (expasy) Cysteine desulfurase [2.8.1.7]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0514001	0.0	0.0	0.135892
RXN-14385: (expasy) Cysteine desulfurase [2.8.1.7]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.046731	0.0	0.0	0.284398
RXN-14385: (expasy) Cysteine desulfurase [2.8.1.7]|g__Cutibacterium.s__Cutibacterium_acnes	0.0344873	0.0	0.0	0.0
RXN-14385: (expasy) Cysteine desulfurase [2.8.1.7]|g__Prochlorococcus.s__Prochlorococcus_marinus	0.0416767	0.0	0.0	0.0
RXN-14385: (expasy) Cysteine desulfurase [2.8.1.7]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0589057	0.0	0.0	0.0
RXN-14385: (expasy) Cysteine desulfurase [2.8.1.7]|unclassified	0.41275435000000005	1.8639314	0.0	0.0
RXN-14394: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]	0.4953876	1.8903484	0.0	0.18497829999999998
RXN-14394: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]|g__Alteromonas.s__Alteromonas_macleodii	0.0416736	0.0	0.0	0.0
RXN-14394: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0557701	0.0	0.0	0.0
RXN-14394: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]|unclassified	0.3979439	1.8903484	0.0	0.18497829999999998
RXN-14461: (expasy) FAD:protein FMN transferase [2.7.1.180]	0.0898005	0.0438922	0.0	0.142255
RXN-14461: (expasy) FAD:protein FMN transferase [2.7.1.180]|g__Alteromonas.s__Alteromonas_macleodii	0.0652754	0.0	0.0	0.0
RXN-14461: (expasy) FAD:protein FMN transferase [2.7.1.180]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0245251	0.0	0.0	0.0
RXN-14461: (expasy) FAD:protein FMN transferase [2.7.1.180]|unclassified	0.0	0.0438922	0.0	0.142255
RXN-14485: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134]	0.0	0.160672	0.0	0.0
RXN-14485: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134]|unclassified	0.0	0.160672	0.0	0.0
RXN-14494: (metacyc) 3-hydroxy-lesqueroloyl-CoA dehydratase [4.2.1.134]	0.0	0.160672	0.0	0.0
RXN-14494: (metacyc) 3-hydroxy-lesqueroloyl-CoA dehydratase [4.2.1.134]|unclassified	0.0	0.160672	0.0	0.0
RXN-14517: (expasy) tRNA (guanine(37)-N(1))-methyltransferase [2.1.1.228]	0.64831459	3.7405291999999997	0.0776951	0.4068905
RXN-14517: (expasy) tRNA (guanine(37)-N(1))-methyltransferase [2.1.1.228]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.00880997	0.0	0.0	0.1028139
RXN-14517: (expasy) tRNA (guanine(37)-N(1))-methyltransferase [2.1.1.228]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0700797	0.0	0.0	0.146378
RXN-14517: (expasy) tRNA (guanine(37)-N(1))-methyltransferase [2.1.1.228]|g__Cutibacterium.s__Cutibacterium_acnes	0.1016572	0.0	0.0	0.116618
RXN-14517: (expasy) tRNA (guanine(37)-N(1))-methyltransferase [2.1.1.228]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0870086	0.0	0.0	0.0
RXN-14517: (expasy) tRNA (guanine(37)-N(1))-methyltransferase [2.1.1.228]|unclassified	0.38075909	3.7405291999999997	0.0776951	0.0410807
RXN-14569: (expasy) L-threonylcarbamoyladenylate synthase [2.7.7.87]	0.1761511	0.16214119999999999	0.0	0.34194959999999996
RXN-14569: (expasy) L-threonylcarbamoyladenylate synthase [2.7.7.87]|g__Alteromonas.s__Alteromonas_macleodii	0.0354459	0.0615342	0.0	0.0
RXN-14569: (expasy) L-threonylcarbamoyladenylate synthase [2.7.7.87]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0	0.058863	0.0	0.062325
RXN-14569: (expasy) L-threonylcarbamoyladenylate synthase [2.7.7.87]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0701604	0.0417437	0.0	0.243522
RXN-14569: (expasy) L-threonylcarbamoyladenylate synthase [2.7.7.87]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0705448	0.0	0.0	0.0
RXN-14569: (expasy) L-threonylcarbamoyladenylate synthase [2.7.7.87]|unclassified	0.0	0.0	0.0	0.0361026
RXN-14570: (expasy) N(6)-L-threonylcarbamoyladenine synthase [2.3.1.234]	0.7311606000000002	1.5824352	0.0	0.2403258
RXN-14570: (expasy) N(6)-L-threonylcarbamoyladenine synthase [2.3.1.234]|g__Alteromonas.s__Alteromonas_macleodii	0.029966	0.0792906	0.0	0.0
RXN-14570: (expasy) N(6)-L-threonylcarbamoyladenine synthase [2.3.1.234]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.00826913	0.0	0.0	0.0466731
RXN-14570: (expasy) N(6)-L-threonylcarbamoyladenine synthase [2.3.1.234]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0784774	0.0	0.0	0.160399
RXN-14570: (expasy) N(6)-L-threonylcarbamoyladenine synthase [2.3.1.234]|g__Erythrobacter.s__Erythrobacter_flavus	0.0	0.0478913	0.0	0.0
RXN-14570: (expasy) N(6)-L-threonylcarbamoyladenine synthase [2.3.1.234]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0159698	0.0	0.0
RXN-14570: (expasy) N(6)-L-threonylcarbamoyladenine synthase [2.3.1.234]|g__Paracoccus.s__Paracoccus_sp	0.0	0.0611655	0.0	0.0
RXN-14570: (expasy) N(6)-L-threonylcarbamoyladenine synthase [2.3.1.234]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.105804	0.0	0.0	0.0
RXN-14570: (expasy) N(6)-L-threonylcarbamoyladenine synthase [2.3.1.234]|unclassified	0.5086441	1.3781179	0.0	0.0332538
RXN-14574: (expasy) AMBIGUOUS [3.2.1.190; 3.2.1.40]	0.00716914	0.0	0.0	0.0
RXN-14574: (expasy) AMBIGUOUS [3.2.1.190; 3.2.1.40]|unclassified	0.00716914	0.0	0.0	0.0
RXN-14712: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129]	0.5586062	0.1009488	0.0	0.20436379999999998
RXN-14712: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129]|g__Alteromonas.s__Alteromonas_macleodii	0.0810453	0.0	0.0	0.0
RXN-14712: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0252583	0.0	0.0	0.0182668
